Polyline=true		
1	100.000000	0.000000
1	99.655000	0.159000
1	98.706000	0.650000
1	97.304000	1.434000
1	95.530000	2.381000
1	93.358000	3.376000
1	90.734000	4.400000
1	87.671000	5.481000
1	84.221000	6.620000
1	80.436000	7.803000
1	76.373000	9.010000
1	72.090000	10.215000
1	67.644000	11.391000
1	63.092000	12.506000
1	58.491000	13.524000
1	53.893000	14.410000
1	49.347000	15.116000
1	44.870000	15.593000
1	40.464000	15.828000
1	36.149000	15.824000
1	31.947000	15.590000
1	27.885000	15.138000
1	23.987000	14.485000
1	20.286000	13.657000
1	16.816000	12.676000
1	13.611000	11.562000
1	10.700000	10.337000
1	8.106000	9.023000
1	5.852000	7.646000
1	3.953000	6.232000
1	2.421000	4.812000
1	1.262000	3.419000
1	0.481000	2.093000
1	0.071000	0.879000
1	0.002000	0.088000
1	0.033000	-0.192000
1	0.071000	-0.362000
1	0.125000	-0.518000
1	0.157000	-0.590000
1	0.194000	-0.656000
1	0.237000	-0.717000
1	0.288000	-0.771000
1	0.348000	-0.823000
1	0.415000	-0.874000
1	0.571000	-0.969000
1	0.751000	-1.057000
1	1.065000	-1.177000
1	1.365000	-1.266000
1	2.892000	-1.485000
1	4.947000	-1.482000
1	7.533000	-1.236000
1	10.670000	-0.740000
1	14.385000	-0.002000
1	18.727000	0.922000
1	23.688000	1.913000
1	29.196000	2.865000
1	35.163000	3.687000
1	41.449000	4.283000
1	47.867000	4.626000
1	54.275000	4.760000
1	60.579000	4.715000
1	66.690000	4.501000
1	72.503000	4.126000
1	77.912000	3.625000
1	82.836000	3.050000
1	87.219000	2.444000
1	91.012000	1.844000
1	94.179000	1.286000
1	96.692000	0.794000
1	98.519000	0.390000
1	99.629000	0.106000
1	100.000000	0.000000
